epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,99.7904,1.09764,0.67887,1.00822,0.89758,0.75658,0.88758,0.58403,1.28565,0.97535,1.08082,0.000858125,0.000858125,0.000858125
21,104.574,1.01694,0.60918,0.99201,0.88216,0.81192,0.89318,0.59539,1.25868,0.91171,1.0921,0.0008375,0.0008375,0.0008375
22,109.416,1.03085,0.65467,1.0139,0.89842,0.85007,0.90419,0.61757,1.24254,0.85317,1.08859,0.000816875,0.000816875,0.000816875
23,114.371,1.03717,0.62275,1.00316,0.91817,0.85804,0.9161,0.61323,1.3136,0.82106,1.1067,0.00079625,0.00079625,0.00079625
24,119.248,1.0313,0.624,0.98664,0.86569,0.85769,0.91185,0.60502,1.3748,0.85905,1.12805,0.000775625,0.000775625,0.000775625
25,124.011,1.00859,0.61677,0.96584,0.88218,0.86232,0.91876,0.59145,1.27666,0.82753,1.10025,0.000755,0.000755,0.000755
26,128.853,0.99804,0.59517,0.97182,0.91522,0.86229,0.92311,0.62157,1.26125,0.76592,1.09075,0.000734375,0.000734375,0.000734375
27,133.709,1.01179,0.61531,0.99091,0.92479,0.84349,0.91686,0.63122,1.22662,0.78324,1.08593,0.00071375,0.00071375,0.00071375
28,138.46,1.01515,0.59289,0.9837,0.90948,0.86723,0.92358,0.63648,1.254,0.79201,1.0972,0.000693125,0.000693125,0.000693125
29,143.269,0.98274,0.57599,0.97599,0.9279,0.78521,0.90376,0.59654,1.26024,0.81786,1.09626,0.0006725,0.0006725,0.0006725
30,148.018,0.96453,0.57434,0.96146,0.9262,0.75182,0.90597,0.61605,1.2473,0.76711,1.09186,0.000651875,0.000651875,0.000651875
31,152.729,0.94543,0.54106,0.94185,0.86173,0.82952,0.90867,0.61404,1.27131,0.77865,1.08823,0.00063125,0.00063125,0.00063125
32,157.501,0.95684,0.5257,0.97918,0.93697,0.78746,0.90138,0.62029,1.23549,0.77299,1.08151,0.000610625,0.000610625,0.000610625
33,162.18,0.94371,0.54072,0.95733,0.95858,0.83244,0.92792,0.64089,1.22347,0.74928,1.07562,0.00059,0.00059,0.00059
34,167.051,0.97047,0.54705,0.97478,0.97221,0.88323,0.93886,0.63736,1.30794,0.73498,1.09991,0.000569375,0.000569375,0.000569375
35,171.967,0.94195,0.54464,0.94203,0.96374,0.86416,0.9444,0.64711,1.27365,0.7162,1.08484,0.00054875,0.00054875,0.00054875
36,176.843,0.90327,0.53702,0.95018,0.95157,0.85739,0.93413,0.64447,1.22912,0.7544,1.0641,0.000528125,0.000528125,0.000528125
37,181.528,0.92426,0.51796,0.95111,0.9036,0.83098,0.91804,0.62016,1.31462,0.79444,1.10159,0.0005075,0.0005075,0.0005075
38,186.32,0.87032,0.51277,0.93735,0.87845,0.86046,0.94002,0.64592,1.30095,0.74286,1.09585,0.000486875,0.000486875,0.000486875
39,191.124,0.88582,0.50629,0.94472,0.88521,0.87889,0.94904,0.65315,1.20593,0.72101,1.05205,0.00046625,0.00046625,0.00046625
40,196.04,0.91046,0.51437,0.94265,0.88495,0.87635,0.93895,0.6475,1.22381,0.75519,1.05497,0.000445625,0.000445625,0.000445625
41,200.923,0.87042,0.49106,0.92355,0.95357,0.83071,0.93589,0.65774,1.21704,0.74754,1.04769,0.000425,0.000425,0.000425
42,205.792,0.8611,0.48546,0.92283,0.93181,0.87107,0.94117,0.67395,1.15421,0.74318,1.03196,0.000404375,0.000404375,0.000404375
43,210.6,0.85738,0.50472,0.91492,0.91683,0.8845,0.94026,0.67578,1.15032,0.72294,1.03646,0.00038375,0.00038375,0.00038375
44,215.478,0.86447,0.4896,0.92754,0.90771,0.89727,0.9411,0.6494,1.19909,0.70849,1.06293,0.000363125,0.000363125,0.000363125
45,220.297,0.84112,0.46143,0.92853,0.92879,0.87665,0.94488,0.65781,1.22778,0.73783,1.08124,0.0003425,0.0003425,0.0003425
46,224.922,0.83551,0.47343,0.93408,0.92803,0.87094,0.94637,0.6489,1.21346,0.73009,1.07738,0.000321875,0.000321875,0.000321875
47,229.749,0.82739,0.48226,0.93329,0.88333,0.91443,0.94514,0.66059,1.21082,0.72112,1.06572,0.00030125,0.00030125,0.00030125
48,234.558,0.83114,0.4666,0.92429,0.91854,0.88821,0.94719,0.66218,1.20563,0.70905,1.05395,0.000280625,0.000280625,0.000280625
49,239.321,0.80688,0.46827,0.91026,0.95393,0.88024,0.94941,0.68486,1.18061,0.70233,1.04936,0.00026,0.00026,0.00026
50,244.084,0.82156,0.46941,0.92813,0.95944,0.87783,0.9474,0.67762,1.20342,0.70737,1.05684,0.000239375,0.000239375,0.000239375
51,248.765,0.8145,0.47933,0.90822,0.95209,0.88528,0.94742,0.66747,1.22818,0.69851,1.0674,0.00021875,0.00021875,0.00021875
52,253.542,0.77131,0.43631,0.911,0.94164,0.8824,0.95101,0.66925,1.2125,0.69342,1.06282,0.000198125,0.000198125,0.000198125
53,258.233,0.76813,0.42171,0.90083,0.94391,0.87645,0.95134,0.68477,1.19301,0.70564,1.05345,0.0001775,0.0001775,0.0001775
54,262.882,0.7476,0.41888,0.91603,0.93195,0.89763,0.9476,0.67839,1.20599,0.71226,1.0566,0.000156875,0.000156875,0.000156875
55,267.622,0.7557,0.40861,0.88573,0.9038,0.90638,0.94657,0.68597,1.20523,0.72227,1.05538,0.00013625,0.00013625,0.00013625
56,272.374,0.73949,0.41067,0.89231,0.89509,0.90927,0.94654,0.68692,1.16998,0.70977,1.04147,0.000115625,0.000115625,0.000115625
57,277.111,0.73993,0.40108,0.89666,0.93064,0.88311,0.93982,0.68209,1.15645,0.71429,1.03814,9.5e-05,9.5e-05,9.5e-05
58,281.835,0.7056,0.39148,0.89163,0.92824,0.89721,0.9352,0.67938,1.15634,0.70176,1.03895,7.4375e-05,7.4375e-05,7.4375e-05
59,286.444,0.6717,0.37696,0.87972,0.92717,0.89087,0.93468,0.67919,1.16278,0.71028,1.04054,5.375e-05,5.375e-05,5.375e-05
60,291.004,0.71397,0.41135,0.88137,0.92559,0.88946,0.93773,0.68359,1.17115,0.71031,1.04414,3.3125e-05,3.3125e-05,3.3125e-05
