epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,158.508,1.12965,0.66797,1.02972,0.94666,0.89256,0.95213,0.61396,1.31562,0.70066,1.08931,0.000816875,0.000816875,0.000816875
23,165.55,1.13434,0.67157,1.0241,0.93347,0.92963,0.95663,0.59362,1.32318,0.71972,1.10406,0.00079625,0.00079625,0.00079625
24,172.661,1.16414,0.66184,1.01941,0.91658,0.95258,0.95779,0.63673,1.18911,0.66009,1.05653,0.000775625,0.000775625,0.000775625
25,179.727,1.12696,0.63696,1.00696,0.90657,0.93701,0.95511,0.6409,1.16362,0.64836,1.03871,0.000755,0.000755,0.000755
26,186.781,1.08788,0.61837,0.97187,0.88715,0.95276,0.94907,0.64809,1.15465,0.63657,1.03802,0.000734375,0.000734375,0.000734375
27,193.845,1.09113,0.61453,0.98305,0.92484,0.95171,0.95525,0.64471,1.16453,0.6232,1.04502,0.00071375,0.00071375,0.00071375
28,200.842,1.103,0.62732,1.00149,0.9245,0.95529,0.95455,0.63784,1.18177,0.63037,1.04732,0.000693125,0.000693125,0.000693125
29,208.009,1.08724,0.61277,0.97961,0.93419,0.98085,0.95604,0.63721,1.17443,0.61405,1.04479,0.0006725,0.0006725,0.0006725
30,215.283,1.04278,0.59393,0.95607,0.94095,0.96893,0.95517,0.65716,1.15623,0.60689,1.03613,0.000651875,0.000651875,0.000651875
31,222.341,1.03606,0.59069,0.9699,0.93073,0.9503,0.95003,0.65154,1.16243,0.63706,1.03494,0.00063125,0.00063125,0.00063125
32,229.353,1.05691,0.58992,0.96782,0.92449,0.91263,0.95332,0.64709,1.17978,0.65691,1.04428,0.000610625,0.000610625,0.000610625
33,236.405,1.06257,0.56747,0.97909,0.94338,0.94249,0.96647,0.66193,1.2239,0.63803,1.04686,0.00059,0.00059,0.00059
34,243.483,1.02056,0.58154,0.98059,0.93823,0.97565,0.95594,0.65574,1.18894,0.61054,1.04147,0.000569375,0.000569375,0.000569375
35,250.714,1.00111,0.56955,0.96561,0.94273,0.97381,0.9593,0.64834,1.17383,0.62865,1.0368,0.00054875,0.00054875,0.00054875
36,257.795,1.01428,0.55544,0.97229,0.95585,0.96578,0.95652,0.64104,1.16374,0.61727,1.03627,0.000528125,0.000528125,0.000528125
37,264.794,1.00973,0.57354,0.98021,0.94494,0.96227,0.95684,0.64457,1.19121,0.60986,1.04021,0.0005075,0.0005075,0.0005075
38,271.797,0.99148,0.55041,0.98332,0.94333,0.95171,0.95863,0.66209,1.15042,0.62058,1.03035,0.000486875,0.000486875,0.000486875
39,278.962,0.99037,0.57134,0.96499,0.9406,0.96639,0.96842,0.67476,1.11767,0.58927,1.01842,0.00046625,0.00046625,0.00046625
40,286.1,0.95554,0.54906,0.93958,0.93827,0.97026,0.96628,0.66257,1.17332,0.60332,1.03601,0.000445625,0.000445625,0.000445625
41,293.274,0.95755,0.53667,0.93044,0.93639,0.96594,0.95939,0.66041,1.14754,0.6038,1.04242,0.000425,0.000425,0.000425
42,300.37,0.92828,0.49755,0.92997,0.93526,0.96138,0.95857,0.66189,1.15542,0.59314,1.04066,0.000404375,0.000404375,0.000404375
43,307.46,0.93409,0.51379,0.93678,0.93633,0.94057,0.96037,0.6723,1.16536,0.61595,1.04008,0.00038375,0.00038375,0.00038375
44,314.556,0.90148,0.49131,0.92208,0.92661,0.92833,0.95928,0.66014,1.2209,0.62539,1.05472,0.000363125,0.000363125,0.000363125
45,321.499,0.97241,0.52769,0.9575,0.93234,0.944,0.95936,0.64442,1.22233,0.63155,1.05751,0.0003425,0.0003425,0.0003425
46,328.527,0.91008,0.48764,0.91975,0.94563,0.94385,0.96281,0.65655,1.16279,0.60284,1.03858,0.000321875,0.000321875,0.000321875
47,336.191,0.8959,0.47556,0.91059,0.95093,0.95557,0.96355,0.65636,1.17383,0.58628,1.04607,0.00030125,0.00030125,0.00030125
48,343.219,0.93904,0.48897,0.92813,0.94882,0.95635,0.96076,0.65442,1.16482,0.58242,1.03953,0.000280625,0.000280625,0.000280625
49,350.15,0.89461,0.47034,0.91842,0.95072,0.95688,0.95981,0.65921,1.15771,0.5654,1.0373,0.00026,0.00026,0.00026
50,357.065,0.93867,0.49054,0.92782,0.94231,0.96132,0.96197,0.65448,1.16082,0.55632,1.03761,0.000239375,0.000239375,0.000239375
51,363.883,0.89888,0.47536,0.93556,0.93384,0.9661,0.96626,0.67129,1.13561,0.54505,1.04204,0.00021875,0.00021875,0.00021875
52,370.663,0.91005,0.47174,0.94571,0.93812,0.95767,0.96708,0.67949,1.13065,0.56759,1.0441,0.000198125,0.000198125,0.000198125
53,377.594,0.86116,0.45337,0.9198,0.93406,0.95656,0.96242,0.67168,1.14385,0.58568,1.04127,0.0001775,0.0001775,0.0001775
54,384.437,0.84131,0.44172,0.91546,0.94306,0.94522,0.96033,0.66267,1.16437,0.5977,1.04793,0.000156875,0.000156875,0.000156875
55,391.289,0.82085,0.42874,0.92153,0.94096,0.94918,0.95774,0.66614,1.14362,0.59452,1.03817,0.00013625,0.00013625,0.00013625
56,398.108,0.85161,0.44486,0.92559,0.94116,0.95187,0.95567,0.66343,1.12586,0.59543,1.03154,0.000115625,0.000115625,0.000115625
57,405.044,0.83376,0.43426,0.91925,0.94038,0.93963,0.95429,0.66716,1.12149,0.59421,1.02827,9.5e-05,9.5e-05,9.5e-05
58,411.759,0.82112,0.42056,0.89878,0.94706,0.93976,0.95367,0.66593,1.13,0.59199,1.02943,7.4375e-05,7.4375e-05,7.4375e-05
59,418.623,0.82089,0.42916,0.91219,0.94848,0.93889,0.95358,0.67116,1.13046,0.59189,1.03044,5.375e-05,5.375e-05,5.375e-05
60,425.359,0.80236,0.42052,0.91394,0.95155,0.94185,0.95318,0.66871,1.13076,0.59116,1.03001,3.3125e-05,3.3125e-05,3.3125e-05
